currier_language,token,share
A,oes,8.733624454148471e-05
A,oesearees,8.733624454148471e-05
A,oetalchg,8.733624454148471e-05
A,ofadain,8.733624454148471e-05
A,ofaiin,0.00017467248908296942
A,ofakal,8.733624454148471e-05
A,ofal,8.733624454148471e-05
A,ofaldo,8.733624454148471e-05
A,ofaror,8.733624454148471e-05
A,ofchar,0.00017467248908296942
A,ofchedol,8.733624454148471e-05
A,ofcheol,8.733624454148471e-05
A,ofchey,0.00017467248908296942
A,ofchol,8.733624454148471e-05
A,ofchor,8.733624454148471e-05
A,ofchory,8.733624454148471e-05
A,ofchoshy,8.733624454148471e-05
A,ofchy,8.733624454148471e-05
A,oforain,8.733624454148471e-05
A,ofychey,8.733624454148471e-05
A,ofyskydal,8.733624454148471e-05
A,oheekar,8.733624454148471e-05
A,oiiin,0.00017467248908296942
A,oiin,0.001222707423580786
A,oiir,0.00017467248908296942
A,oika,8.733624454148471e-05
A,oin,8.733624454148471e-05
A,oir,8.733624454148471e-05
A,oishy,8.733624454148471e-05
A,ok,0.00026200873362445414
A,oka,8.733624454148471e-05
A,okachey,8.733624454148471e-05
A,okadaiin,8.733624454148471e-05
A,okai,8.733624454148471e-05
A,okaiikhal,8.733624454148471e-05
A,okaiin,0.003056768558951965
A,okaiir,0.0004366812227074236
A,okain,0.000611353711790393
A,okair,0.00026200873362445414
A,okal,0.002532751091703057
A,okalal,0.00017467248908296942
A,okalar,8.733624454148471e-05
A,okalchy,8.733624454148471e-05
A,okald,8.733624454148471e-05
A,okalda,8.733624454148471e-05
A,okaldy,0.00026200873362445414
A,okalody,8.733624454148471e-05
A,okalor,8.733624454148471e-05
A,okalsalchey,8.733624454148471e-05
A,okaly,0.0004366812227074236
A,okalys,8.733624454148471e-05
A,okam,0.0004366812227074236
A,okan,0.00017467248908296942
A,okaor,8.733624454148471e-05
A,okar,0.0013100436681222707
A,okary,0.00026200873362445414
A,okay,8.733624454148471e-05
A,okchafdy,8.733624454148471e-05
A,okchain,8.733624454148471e-05
A,okchal,0.00026200873362445414
A,okchan,0.00017467248908296942
A,okchar,0.00026200873362445414
A,okche,8.733624454148471e-05
A,okcheeg,8.733624454148471e-05
A,okcheey,0.00017467248908296942
A,okcheod,8.733624454148471e-05
A,okcheody,8.733624454148471e-05
A,okcheol,8.733624454148471e-05
A,okcheor,0.00017467248908296942
A,okchesy,8.733624454148471e-05
A,okchey,0.0011353711790393012
A,okcho,0.00034934497816593884
A,okchochor,8.733624454148471e-05
A,okchod,8.733624454148471e-05
A,okchoda,8.733624454148471e-05
A,okchodeey,8.733624454148471e-05
A,okchodshy,8.733624454148471e-05
A,okchody,0.00017467248908296942
A,okchokol,8.733624454148471e-05
A,okchokshy,8.733624454148471e-05
A,okchol,0.0009606986899563319
A,okchom,0.00017467248908296942
A,okchop,8.733624454148471e-05
A,okchor,0.001222707423580786
A,okchoy,8.733624454148471e-05
A,okchshy,8.733624454148471e-05
A,okchy,0.0013973799126637554
A,okeaiin,8.733624454148471e-05
A,okeal,0.00034934497816593884
A,okeam,8.733624454148471e-05
A,okear,0.00017467248908296942
A,okearcheol,8.733624454148471e-05
A,okechod,8.733624454148471e-05
A,okechy,8.733624454148471e-05
A,okeeaiin,8.733624454148471e-05
A,okeeam,8.733624454148471e-05
A,okeedy,0.00017467248908296942
A,okeeeo,8.733624454148471e-05
A,okeeeol,8.733624454148471e-05
A,okeeey,0.000611353711790393
A,okeeo,0.00017467248908296942
A,okeeodaiin,8.733624454148471e-05
A,okeeody,0.00026200873362445414
A,okeeol,0.0007860262008733624
A,okeeom,8.733624454148471e-05
A,okeeor,0.0005240174672489083
A,okeeoraiin,8.733624454148471e-05
A,okeeos,8.733624454148471e-05
A,okeeoy,8.733624454148471e-05
A,okeer,8.733624454148471e-05
A,okeey,0.0027947598253275107
A,okeo,0.00026200873362445414
A,okeoaiin,8.733624454148471e-05
A,okeod,0.00017467248908296942
A,okeodaiin,8.733624454148471e-05
A,okeodal,8.733624454148471e-05
A,okeodor,8.733624454148471e-05
A,okeody,0.0007860262008733624
A,okeokear,8.733624454148471e-05
A,okeol,0.003318777292576419
A,okeoldy,8.733624454148471e-05
A,okeols,8.733624454148471e-05
A,okeoly,0.00034934497816593884
A,okeom,0.0004366812227074236
A,okeor,0.001222707423580786
A,okeos,0.00017467248908296942
A,okeoschso,8.733624454148471e-05
A,okeoy,0.00017467248908296942
A,okes,8.733624454148471e-05
A,okesy,8.733624454148471e-05
A,okey,0.0016593886462882095
A,oko,0.00026200873362445414
A,okoaiin,8.733624454148471e-05
A,okockhy,8.733624454148471e-05
A,okod,0.00017467248908296942
A,okodaiin,0.00017467248908296942
A,okodar,8.733624454148471e-05
A,okody,0.0004366812227074236
A,okoeos,8.733624454148471e-05
A,okoiin,0.000611353711790393
A,okokchal,8.733624454148471e-05
A,okokchodm,8.733624454148471e-05
A,okokom,8.733624454148471e-05
A,okol,0.004192139737991266
A,okolaiin,0.00017467248908296942
A,okolchy,8.733624454148471e-05
A,okoldaly,8.733624454148471e-05
A,okoldody,8.733624454148471e-05
A,okoldy,0.00026200873362445414
A,okolo,8.733624454148471e-05
A,okolol,0.00017467248908296942
A,okolor,0.00017467248908296942
A,okols,0.00017467248908296942
A,okoly,0.00026200873362445414
A,okolyd,8.733624454148471e-05
A,okom,0.0004366812227074236
A,okor,0.0020087336244541485
A,okoraiin,0.00017467248908296942
A,okorair,8.733624454148471e-05
A,okoraldy,8.733624454148471e-05
A,okoramog,8.733624454148471e-05
A,okoroeey,8.733624454148471e-05
A,okorory,8.733624454148471e-05
A,okory,8.733624454148471e-05
A,okos,0.00026200873362445414
A,okoy,0.00026200873362445414
A,okseey,8.733624454148471e-05
A,okshal,8.733624454148471e-05
A,okshd,8.733624454148471e-05
A,oksheo,8.733624454148471e-05
A,okshes,8.733624454148471e-05
A,okshey,8.733624454148471e-05
A,oksho,0.00034934497816593884
A,okshodeeen,8.733624454148471e-05
A,okshody,8.733624454148471e-05
A,okshol,8.733624454148471e-05
A,oksholshol,8.733624454148471e-05
A,okshor,8.733624454148471e-05
A,okshy,0.0004366812227074236
A,oky,0.003930131004366812
A,okytaiin,8.733624454148471e-05
A,ol,0.008995633187772925
A,olaen,8.733624454148471e-05
A,olaiin,0.0010480349344978166
A,olaiior,8.733624454148471e-05
A,olaiir,8.733624454148471e-05
A,olain,8.733624454148471e-05
A,olald,8.733624454148471e-05
A,olaldy,0.00017467248908296942
A,olalor,8.733624454148471e-05
A,olals,8.733624454148471e-05
A,olaly,0.00017467248908296942
A,olar,8.733624454148471e-05
A,olaraly,8.733624454148471e-05
A,olaran,8.733624454148471e-05
A,olcfholy,8.733624454148471e-05
A,olch,8.733624454148471e-05
A,olcha,8.733624454148471e-05
A,olchad,8.733624454148471e-05
A,olchar,8.733624454148471e-05
A,olchear,8.733624454148471e-05
A,olchedy,8.733624454148471e-05
A,olcheem,8.733624454148471e-05
A,olcheeol,8.733624454148471e-05
A,olcheety,8.733624454148471e-05
A,olcheey,0.00034934497816593884
A,olcheody,8.733624454148471e-05
A,olcheol,0.00034934497816593884
A,olcheom,8.733624454148471e-05
A,olcheor,0.00017467248908296942
A,olchey,0.0004366812227074236
A,olchocfhy,8.733624454148471e-05
A,olchod,8.733624454148471e-05
A,olchoiin,8.733624454148471e-05
A,olchokal,8.733624454148471e-05
A,olchor,0.00026200873362445414
A,olchsy,8.733624454148471e-05
A,olchy,8.733624454148471e-05
A,olcphy,8.733624454148471e-05
A,olct,8.733624454148471e-05
A,old,8.733624454148471e-05
A,oldaiin,0.000611353711790393
A,oldaim,8.733624454148471e-05
A,oldain,0.00017467248908296942
A,oldal,0.00017467248908296942
A,oldam,0.00034934497816593884
A,oldar,0.00026200873362445414
A,oldckhy,8.733624454148471e-05
A,oldeey,8.733624454148471e-05
A,oldor,8.733624454148471e-05
A,oldy,0.0006986899563318777
A,oleeam,8.733624454148471e-05
A,oleeckhey,8.733624454148471e-05
A,oleees,0.00017467248908296942
A,oleeey,8.733624454148471e-05
A,oleeol,8.733624454148471e-05
A,oleesey,8.733624454148471e-05
A,olekar,8.733624454148471e-05
A,olekor,8.733624454148471e-05
A,olfcham,8.733624454148471e-05
A,olfchor,8.733624454148471e-05
A,olkaly,8.733624454148471e-05
A,olkam,8.733624454148471e-05
A,olkeal,8.733624454148471e-05
A,olkeeody,8.733624454148471e-05
A,olkeeoldy,8.733624454148471e-05
A,olkees,8.733624454148471e-05
A,olkeey,0.00017467248908296942
A,olkeeycthy,8.733624454148471e-05
A,olkeol,0.00026200873362445414
A,olkey,0.00017467248908296942
A,olkor,8.733624454148471e-05
A,olky,8.733624454148471e-05
A,olo,0.00026200873362445414
A,olockhy,8.733624454148471e-05
A,olody,8.733624454148471e-05
A,oloiin,8.733624454148471e-05
A,oloiir,8.733624454148471e-05
A,oloiram,8.733624454148471e-05
A,olol,0.0005240174672489083
A,ololdy,8.733624454148471e-05
A,olols,0.00017467248908296942
A,ololy,8.733624454148471e-05
A,olom,8.733624454148471e-05
A,olor,0.00034934497816593884
A,oloro,8.733624454148471e-05
A,olpchey,8.733624454148471e-05
A,olrodar,8.733624454148471e-05
A,ols,0.000611353711790393
A,olsaiin,8.733624454148471e-05
A,olsar,8.733624454148471e-05
A,olseeg,8.733624454148471e-05
A,olsheeosol,8.733624454148471e-05
A,olsheey,8.733624454148471e-05
A,olsheod,8.733624454148471e-05
A,olsheody,8.733624454148471e-05
A,olsheol,8.733624454148471e-05
A,olshly,8.733624454148471e-05
A,olsho,0.00017467248908296942
A,olshy,0.00017467248908296942
A,olsy,0.00017467248908296942
A,oltchey,8.733624454148471e-05
A,oltchy,8.733624454148471e-05
A,oltshey,8.733624454148471e-05
A,oltsho,8.733624454148471e-05
A,olty,8.733624454148471e-05
A,oly,0.0007860262008733624
A,olytol,8.733624454148471e-05
A,om,0.0007860262008733624
A,omam,8.733624454148471e-05
A,oochockhy,8.733624454148471e-05
A,oolsal,8.733624454148471e-05
A,oor,8.733624454148471e-05
A,ooror,8.733624454148471e-05
A,opaiin,0.00026200873362445414
A,opal,0.00017467248908296942
A,opaldaiin,8.733624454148471e-05
A,opalefom,8.733624454148471e-05
A,opaloiiry,8.733624454148471e-05
A,opam,8.733624454148471e-05
A,opar,0.00017467248908296942
A,oparal,8.733624454148471e-05
A,opchaiin,8.733624454148471e-05
A,opchal,0.00017467248908296942
A,opchaldy,8.733624454148471e-05
A,opchar,8.733624454148471e-05
A,opcharoiin,8.733624454148471e-05
A,opchdard,8.733624454148471e-05
A,opcheaiin,8.733624454148471e-05
A,opchear,8.733624454148471e-05
A,opcheas,8.733624454148471e-05
A,opcheear,8.733624454148471e-05
A,opcheedoy,8.733624454148471e-05
A,opcheey,8.733624454148471e-05
A,opcheodal,8.733624454148471e-05
A,opcheol,0.00026200873362445414
A,opcheor,0.00017467248908296942
A,opchey,0.0004366812227074236
A,opchod,8.733624454148471e-05
A,opchody,8.733624454148471e-05
A,opchol,0.0004366812227074236
A,opchor,0.00034934497816593884
A,opchordy,8.733624454148471e-05
A,opchosam,8.733624454148471e-05
A,opchy,0.0006986899563318777
A,opchytcy,8.733624454148471e-05
A,opod,8.733624454148471e-05
A,opodaiin,8.733624454148471e-05
A,opol,0.00017467248908296942
A,opolkeor,8.733624454148471e-05
A,opolkod,8.733624454148471e-05
A,opolsy,8.733624454148471e-05
A,opom,8.733624454148471e-05
A,opor,0.00017467248908296942
A,oporar,8.733624454148471e-05
A,oporody,8.733624454148471e-05
A,opsheolaiin,8.733624454148471e-05
A,opsho,8.733624454148471e-05
A,opshody,8.733624454148471e-05
A,opy,0.00026200873362445414
A,opyaiin,8.733624454148471e-05
A,opydaiin,0.00026200873362445414
A,opydg,8.733624454148471e-05
A,opydy,0.00017467248908296942
A,opykey,8.733624454148471e-05
A,oqoeeol,8.733624454148471e-05
A,oqoor,8.733624454148471e-05
A,oqotaly,8.733624454148471e-05
A,oqotar,8.733624454148471e-05
A,or,0.008733624454148471
A,oracphy,8.733624454148471e-05
A,oraiin,0.0006986899563318777
A,oraiino,8.733624454148471e-05
A,orain,0.00017467248908296942
A,oral,0.00026200873362445414
A,oralar,8.733624454148471e-05
A,orald,8.733624454148471e-05
A,oraloly,8.733624454148471e-05
A,oram,8.733624454148471e-05
A,oran,8.733624454148471e-05
A,orar,0.00034934497816593884
A,oraroekeol,8.733624454148471e-05
A,orarol,8.733624454148471e-05
A,orchaiin,8.733624454148471e-05
A,orcheey,0.00017467248908296942
A,orchey,0.00017467248908296942
A,orchl,8.733624454148471e-05
A,orcho,8.733624454148471e-05
A,orchor,8.733624454148471e-05
A,oreeey,8.733624454148471e-05
A,oreey,8.733624454148471e-05
A,oreso,8.733624454148471e-05
A,orey,8.733624454148471e-05
A,org,8.733624454148471e-05
A,oriin,8.733624454148471e-05
A,orky,8.733624454148471e-05
A,oro,0.00026200873362445414
A,orockhey,8.733624454148471e-05
A,orol,0.00017467248908296942
A,orolaly,8.733624454148471e-05
A,orolodain,8.733624454148471e-05
A,orom,8.733624454148471e-05
A,oror,8.733624454148471e-05
A,orsheoldy,8.733624454148471e-05
A,orshos,8.733624454148471e-05
A,orshy,8.733624454148471e-05
A,ory,0.0004366812227074236
A,os,0.0015720524017467249
A,osaiin,8.733624454148471e-05
A,osain,8.733624454148471e-05
A,osal,0.00017467248908296942
A,osaro,8.733624454148471e-05
A,osary,8.733624454148471e-05
A,oscheor,8.733624454148471e-05
A,oscho,8.733624454148471e-05
A,oschotshl,8.733624454148471e-05
A,oschy,8.733624454148471e-05
A,osh,8.733624454148471e-05
A,oshaiin,8.733624454148471e-05
A,oshctho,8.733624454148471e-05
A,osheokaiin,8.733624454148471e-05
A,osho,8.733624454148471e-05
A,oshol,8.733624454148471e-05
A,oshor,0.00017467248908296942
A,osocthor,8.733624454148471e-05
A,osos,8.733624454148471e-05
A,ot,0.00017467248908296942
A,otaiin,0.002882096069868996
A,otaiir,0.00017467248908296942
A,otain,0.00026200873362445414
A,otaiphy,8.733624454148471e-05
A,otair,0.00017467248908296942
A,otairin,8.733624454148471e-05
A,otakar,8.733624454148471e-05
A,otal,0.002096069868995633
A,otala,8.733624454148471e-05
A,otalal,8.733624454148471e-05
A,otalam,8.733624454148471e-05
A,otalar,8.733624454148471e-05
A,otalchal,8.733624454148471e-05
A,otald,8.733624454148471e-05
A,otaldy,0.00026200873362445414
A,otalor,8.733624454148471e-05
A,otals,8.733624454148471e-05
A,otalsy,8.733624454148471e-05
A,otaly,0.0004366812227074236
A,otam,0.000611353711790393
A,otan,8.733624454148471e-05
A,otar,0.0010480349344978166
A,otaram,8.733624454148471e-05
A,otaramy,8.733624454148471e-05
A,otarchol,8.733624454148471e-05
A,otariin,8.733624454148471e-05
A,otaro,8.733624454148471e-05
A,otary,8.733624454148471e-05
A,otch,8.733624454148471e-05
A,otchaiin,0.00017467248908296942
A,otchal,0.00026200873362445414
A,otchald,8.733624454148471e-05
A,otcham,0.00034934497816593884
A,otchar,0.00034934497816593884
A,otchdal,0.00017467248908296942
A,otchdy,8.733624454148471e-05
A,otcheey,8.733624454148471e-05
A,otcheol,8.733624454148471e-05
A,otcheolom,8.733624454148471e-05
A,otcheor,0.00026200873362445414
A,otchey,0.0009606986899563319
A,otchm,8.733624454148471e-05
A,otcho,0.0006986899563318777
A,otchodar,8.733624454148471e-05
A,otchodor,8.733624454148471e-05
A,otchody,0.00017467248908296942
A,otchol,0.0022707423580786024
A,otcholcheaiin,8.733624454148471e-05
A,otcholchy,8.733624454148471e-05
A,otcholocthol,8.733624454148471e-05
A,otchom,8.733624454148471e-05
A,otchor,0.0013973799126637554
A,otchordy,8.733624454148471e-05
A,otchos,8.733624454148471e-05
A,otchoty,8.733624454148471e-05
A,otchy,0.0026200873362445414
A,otchyky,8.733624454148471e-05
A,otdordy,8.733624454148471e-05
A,otdy,8.733624454148471e-05
A,ote,8.733624454148471e-05
A,otear,8.733624454148471e-05
A,otechy,8.733624454148471e-05
A,oteeaiin,8.733624454148471e-05
A,oteedy,8.733624454148471e-05
A,oteee,8.733624454148471e-05
A,oteeen,8.733624454148471e-05
A,oteees,8.733624454148471e-05
A,oteeo,8.733624454148471e-05
A,oteeoaly,8.733624454148471e-05
A,oteeod,8.733624454148471e-05
A,oteeody,0.00017467248908296942
A,oteeol,0.00017467248908296942
A,oteeor,0.00026200873362445414
A,oteeos,8.733624454148471e-05
A,oteey,0.001222707423580786
A,oteo,0.00017467248908296942
A,oteoc,8.733624454148471e-05
A,oteod,8.733624454148471e-05
A,oteodaiin,8.733624454148471e-05
A,oteodal,0.00017467248908296942
A,oteodchy,8.733624454148471e-05
A,oteody,0.0004366812227074236
A,oteoefol,8.733624454148471e-05
A,oteol,0.0013100436681222707
A,oteom,8.733624454148471e-05
A,oteor,0.00026200873362445414
A,oteory,8.733624454148471e-05
A,oteos,0.0004366812227074236
A,otey,0.0005240174672489083
A,otly,8.733624454148471e-05
A,oto,8.733624454148471e-05
A,otoaiin,8.733624454148471e-05
A,otochor,8.733624454148471e-05
A,otockey,8.733624454148471e-05
A,otod,8.733624454148471e-05
A,otodar,8.733624454148471e-05
A,otodeeodor,8.733624454148471e-05
A,otody,0.00017467248908296942
A,otoiin,0.00017467248908296942
A,otoikhy,8.733624454148471e-05
A,otokol,8.733624454148471e-05
A,otoky,0.00017467248908296942
A,otol,0.0034934497816593887
A,otolarol,8.733624454148471e-05
A,otolchey,0.00017467248908296942
A,otoldy,0.0006986899563318777
A,otolfcho,8.733624454148471e-05
A,otolky,8.733624454148471e-05
A,otoloaiin,8.733624454148471e-05
A,otolodal,8.733624454148471e-05
A,otolom,8.733624454148471e-05
A,otolosheey,8.733624454148471e-05
A,otolsar,8.733624454148471e-05
A,otolsheeos,8.733624454148471e-05
A,otoly,8.733624454148471e-05
A,otor,0.0013973799126637554
A,otoraiin,8.733624454148471e-05
A,otorain,8.733624454148471e-05
A,otoralchy,8.733624454148471e-05
A,otoram,8.733624454148471e-05
A,otorar,8.733624454148471e-05
A,otorchety,8.733624454148471e-05
A,otorchy,8.733624454148471e-05
A,otory,0.00017467248908296942
A,otos,8.733624454148471e-05
A,otosy,8.733624454148471e-05
A,otota,8.733624454148471e-05
A,otoy,8.733624454148471e-05
A,otshaiin,8.733624454148471e-05
A,otshal,8.733624454148471e-05
A,otshchor,8.733624454148471e-05
A,otsheey,8.733624454148471e-05
A,otshey,8.733624454148471e-05
A,otsho,8.733624454148471e-05
A,otshol,0.00017467248908296942
A,otshor,8.733624454148471e-05
A,otshy,0.00034934497816593884
A,oty,0.0035807860262008734
A,otyda,8.733624454148471e-05
A,otydal,8.733624454148471e-05
A,otydary,8.733624454148471e-05
A,otydy,0.00017467248908296942
A,otykeey,8.733624454148471e-05
A,otykol,8.733624454148471e-05
A,otyky,8.733624454148471e-05
A,otyshy,8.733624454148471e-05
A,otytam,8.733624454148471e-05
A,otytchol,8.733624454148471e-05
A,otytchy,8.733624454148471e-05
A,oy,0.00017467248908296942
A,oyd,8.733624454148471e-05
A,oydar,8.733624454148471e-05
A,oykchor,8.733624454148471e-05
A,oykeey,8.733624454148471e-05
A,oykshy,8.733624454148471e-05
A,oys,8.733624454148471e-05
A,oyshy,8.733624454148471e-05
A,oyteey,8.733624454148471e-05
A,oytor,8.733624454148471e-05
A,oytoyd,8.733624454148471e-05
A,oyty,8.733624454148471e-05
A,p,0.00017467248908296942
A,paiin,0.00017467248908296942
A,par,8.733624454148471e-05
A,pchafdan,8.733624454148471e-05
A,pchaiin,8.733624454148471e-05
A,pchair,8.733624454148471e-05
A,pchar,0.00017467248908296942
A,pcharasy,8.733624454148471e-05
A,pchdy,8.733624454148471e-05
A,pchear,8.733624454148471e-05
A,pcheey,0.00026200873362445414
A,pcheodar,8.733624454148471e-05
A,pcheody,0.00017467248908296942
A,pcheol,0.00034934497816593884
A,pcheoldom,8.733624454148471e-05
A,pcheoly,8.733624454148471e-05
A,pcheor,8.733624454148471e-05
A,pchey,8.733624454148471e-05
A,pcho,8.733624454148471e-05
A,pchocthy,0.00026200873362445414
A,pchocty,8.733624454148471e-05
A,pchodaiin,0.00034934497816593884
A,pchodal,8.733624454148471e-05
A,pchodar,8.733624454148471e-05
A,pchodol,0.00017467248908296942
A,pchody,8.733624454148471e-05
A,pchofychy,8.733624454148471e-05
A,pchoiiin,8.733624454148471e-05
A,pchol,0.00026200873362445414
A,pcholy,8.733624454148471e-05
A,pchom,8.733624454148471e-05
A,pchooiin,8.733624454148471e-05
A,pchor,0.0005240174672489083
A,pchotchy,8.733624454148471e-05
A,pchraiin,8.733624454148471e-05
A,pchshy,8.733624454148471e-05
A,pchy,0.00017467248908296942
A,pd,8.733624454148471e-05
A,pdrairdy,8.733624454148471e-05
A,pdychoiin,8.733624454148471e-05
A,phoo,8.733624454148471e-05
A,poaiin,8.733624454148471e-05
A,poalshsal,8.733624454148471e-05
A,poaly,8.733624454148471e-05
A,pochaiin,8.733624454148471e-05
A,pocheody,8.733624454148471e-05
A,podaiin,0.00017467248908296942
A,podaiir,0.00017467248908296942
A,podairol,8.733624454148471e-05
A,podchey,8.733624454148471e-05
A,podeesho,8.733624454148471e-05
A,poeeaiin,8.733624454148471e-05
A,poeear,8.733624454148471e-05
A,poeeas,8.733624454148471e-05
A,pofochey,8.733624454148471e-05
A,poiis,8.733624454148471e-05
A,pol,0.00017467248908296942
A,polaiin,8.733624454148471e-05
A,polal,8.733624454148471e-05
A,poldchody,8.733624454148471e-05
A,poldy,8.733624454148471e-05
A,poleeol,8.733624454148471e-05
A,polyshy,8.733624454148471e-05
A,por,0.00017467248908296942
A,poraiin,8.733624454148471e-05
A,porechol,8.733624454148471e-05
A,poror,8.733624454148471e-05
A,porory,8.733624454148471e-05
A,porshols,8.733624454148471e-05
A,posheor,8.733624454148471e-05
A,poshody,8.733624454148471e-05
A,poshol,8.733624454148471e-05
A,possheody,8.733624454148471e-05
A,potol,8.733624454148471e-05
A,potoy,8.733624454148471e-05
A,psheey,8.733624454148471e-05
A,psheoas,8.733624454148471e-05
A,psheodshy,8.733624454148471e-05
A,psheoepoain,8.733624454148471e-05
A,psheot,8.733624454148471e-05
A,pshoain,8.733624454148471e-05
A,pshod,8.733624454148471e-05
A,pshodaiin,8.733624454148471e-05
A,pshol,0.00026200873362445414
A,pshy,8.733624454148471e-05
A,py,0.00017467248908296942
A,pydaeey,8.733624454148471e-05
A,pydaiin,0.00017467248908296942
A,pydaly,8.733624454148471e-05
A,pydchdom,8.733624454148471e-05
A,pydeey,8.733624454148471e-05
A,pykydal,8.733624454148471e-05
A,pysaiinor,8.733624454148471e-05
A,q,0.00017467248908296942
A,qchodal,8.733624454148471e-05
A,qckheol,8.733624454148471e-05
A,qeaiin,8.733624454148471e-05
A,qekar,8.733624454148471e-05
A,qekeochor,8.733624454148471e-05
A,qekeody,8.733624454148471e-05
A,qekeoldy,8.733624454148471e-05
A,qekeor,8.733624454148471e-05
A,qekor,8.733624454148471e-05
A,qeos,8.733624454148471e-05
A,qkeeey,8.733624454148471e-05
A,qkeeod,8.733624454148471e-05
A,qkeeody,8.733624454148471e-05
A,qkeey,8.733624454148471e-05
A,qkeody,0.00017467248908296942
A,qkhey,8.733624454148471e-05
A,qkhol,8.733624454148471e-05
A,qkholdy,8.733624454148471e-05
A,qko,8.733624454148471e-05
A,qkol,0.00017467248908296942
A,qkoldy,8.733624454148471e-05
A,qkory,8.733624454148471e-05
A,qkos,8.733624454148471e-05
A,qo,0.0008733624454148472
A,qoaiin,0.0008733624454148472
A,qoaiir,8.733624454148471e-05
A,qoaikhy,8.733624454148471e-05
A,qoain,8.733624454148471e-05
A,qoair,0.00017467248908296942
A,qoais,8.733624454148471e-05
A,qoal,8.733624454148471e-05
A,qoar,0.0005240174672489083
A,qocfhey,8.733624454148471e-05
A,qochar,8.733624454148471e-05
A,qocheey,8.733624454148471e-05
A,qocheor,8.733624454148471e-05
A,qocheoty,8.733624454148471e-05
A,qoches,8.733624454148471e-05
A,qocho,8.733624454148471e-05
A,qochodaiin,8.733624454148471e-05
A,qochoithy,8.733624454148471e-05
A,qochol,0.00017467248908296942
A,qochy,8.733624454148471e-05
A,qockhedy,8.733624454148471e-05
A,qockheey,8.733624454148471e-05
A,qockheol,0.00017467248908296942
A,qockheor,8.733624454148471e-05
A,qockhey,0.0008733624454148472
A,qockho,8.733624454148471e-05
A,qockhody,8.733624454148471e-05
A,qockhol,0.0005240174672489083
A,qockhom,8.733624454148471e-05
A,qockhor,8.733624454148471e-05
A,qockhos,8.733624454148471e-05
A,qockhoy,8.733624454148471e-05
A,qockhy,0.0013100436681222707
A,qocky,8.733624454148471e-05
A,qocpheeckhy,8.733624454148471e-05
A,qocphey,8.733624454148471e-05
A,qocphody,8.733624454148471e-05
A,qocphy,0.00017467248908296942
A,qoctaiin,8.733624454148471e-05
A,qoctheol,8.733624454148471e-05
A,qocthey,8.733624454148471e-05
A,qocthody,8.733624454148471e-05
A,qocthol,0.00017467248908296942
A,qoctholy,8.733624454148471e-05
A,qocthor,8.733624454148471e-05
A,qocthsy,8.733624454148471e-05
A,qocthy,0.0005240174672489083
A,qod,0.00034934497816593884
A,qoda,8.733624454148471e-05
A,qodaiikhy,8.733624454148471e-05
A,qodaiin,0.0013100436681222707
A,qodaim,8.733624454148471e-05
A,qodain,8.733624454148471e-05
A,qodair,8.733624454148471e-05
A,qodal,0.0004366812227074236
A,qodam,0.00017467248908296942
A,qodar,0.000611353711790393
A,qodchy,0.00017467248908296942
A,qodckhy,8.733624454148471e-05
A,qodcthy,8.733624454148471e-05
A,qodol,8.733624454148471e-05
A,qodom,8.733624454148471e-05
A,qodor,8.733624454148471e-05
A,qody,0.0004366812227074236
A,qoeair,8.733624454148471e-05
A,qoear,8.733624454148471e-05
A,qoeear,8.733624454148471e-05
A,qoeeeety,8.733624454148471e-05
A,qoeees,8.733624454148471e-05
A,qoeeey,0.00017467248908296942
A,qoeeody,8.733624454148471e-05
A,qoeeol,8.733624454148471e-05
A,qoeeor,0.00017467248908296942
A,qoeey,0.00034934497816593884
A,qoekaly,8.733624454148471e-05
A,qoekar,8.733624454148471e-05
A,qoekchar,8.733624454148471e-05
A,qoekchy,8.733624454148471e-05
A,qoekeey,0.00017467248908296942
A,qoekeol,8.733624454148471e-05
A,qoekeor,8.733624454148471e-05
A,qoekol,0.00017467248908296942
A,qoeol,0.00034934497816593884
A,qoeor,0.00017467248908296942
A,qoepsheody,8.733624454148471e-05
A,qoetal,8.733624454148471e-05
A,qoetam,8.733624454148471e-05
A,qoeteey,8.733624454148471e-05
A,qofcheol,8.733624454148471e-05
A,qofcho,8.733624454148471e-05
A,qofchol,8.733624454148471e-05
A,qofchor,8.733624454148471e-05
A,qofoiin,8.733624454148471e-05
A,qofol,8.733624454148471e-05
A,qoforom,8.733624454148471e-05
A,qofshey,8.733624454148471e-05
A,qofydaiin,8.733624454148471e-05
A,qok,0.00017467248908296942
A,qokaiiin,8.733624454148471e-05
A,qokaiin,0.0019213973799126639
A,qokaiinos,8.733624454148471e-05
A,qokain,0.00034934497816593884
A,qokair,0.0004366812227074236
A,qokairor,0.00017467248908296942
A,qokal,0.0013100436681222707
A,qokalam,8.733624454148471e-05
A,qokalar,8.733624454148471e-05
A,qokalchal,8.733624454148471e-05
A,qokalchar,8.733624454148471e-05
A,qokalcheol,8.733624454148471e-05
A,qokaldy,0.00017467248908296942
A,qokalor,0.00017467248908296942
A,qokalos,8.733624454148471e-05
A,qokaly,0.0005240174672489083
A,qokam,0.00026200873362445414
A,qokar,0.001222707423580786
A,qokarary,8.733624454148471e-05
A,qokay,8.733624454148471e-05
A,qokch,8.733624454148471e-05
A,qokchaiin,0.00017467248908296942
A,qokchain,8.733624454148471e-05
A,qokchd,8.733624454148471e-05
