token,overall_count,line_initial_count,line_medial_count,line_final_count,single_token_line_count
cheopolteeedy,1,0,1,0,0
cheopor,1,0,1,0,0
cheopy,1,0,1,0,0
cheor,98,2,92,3,1
cheoral,1,0,1,0,0
cheoram,1,0,0,1,0
cheorol,2,0,1,0,1
cheory,2,0,1,1,0
cheoryplantcholdy,1,0,0,1,0
cheos,33,1,31,1,0
cheosaiin,1,0,0,1,0
cheosdy,1,0,0,0,1
cheoseesey,1,0,1,0,0
cheot,1,0,1,0,0
cheotaiin,1,0,1,0,0
cheotain,1,0,1,0,0
cheotam,1,0,0,1,0
cheotar,1,0,1,0,0
cheotcharplantsyplantsaiin,1,0,1,0,0
cheotchey,1,0,1,0,0
cheotchy,1,0,0,0,1
cheotdaiin,1,0,1,0,0
cheoteeo,1,0,1,0,0
cheoteeodal,1,0,1,0,0
cheoteey,1,0,1,0,0
cheotey,2,0,2,0,0
cheotol,2,0,2,0,0
cheoty,5,0,5,0,0
cheotydy,1,0,0,1,0
cheoy,3,0,3,0,0
cheoyplantscheol,1,0,1,0,0
chep,4,0,4,0,0
chepaiin,1,0,1,0,0
chepakeo,1,0,0,1,0
chepar,4,0,4,0,0
chepcham,1,0,1,0,0
chepchar,1,0,0,1,0
chepchdy,1,0,1,0,0
chepched,1,0,1,0,0
chepchedy,2,0,2,0,0
chepchees,1,0,1,0,0
chepchefy,1,0,1,0,0
chepcheol,1,0,0,1,0
chepchey,2,0,2,0,0
chepchx,1,0,1,0,0
chepchy,4,0,4,0,0
chepol,1,0,1,0,0
chepy,7,0,7,0,0
cher,5,0,5,0,0
chery,1,0,1,0,0
ches,36,0,34,2,0
chesckhy,1,0,1,0,0
chese,1,0,1,0,0
chesey,1,0,1,0,0
cheshy,1,0,1,0,0
chesokeeoteody,1,0,1,0,0
chess,1,0,1,0,0
chesy,2,0,2,0,0
chet,1,0,1,0,0
chetaiin,3,0,2,1,0
chetain,5,0,4,1,0
chetalshy,1,0,1,0,0
chetam,1,0,0,1,0
chetanplants,1,0,1,0,0
chetar,6,1,5,0,0
chetas,1,0,1,0,0
chetchdy,1,0,1,0,0
chetchey,1,0,1,0,0
chetchody,1,0,1,0,0
chetchy,4,0,4,0,0
chetdy,1,0,1,0,0
chetedar,1,0,1,0,0
chetedy,3,0,3,0,0
cheteedy,1,0,1,0,0
cheteeeosaiin,1,0,1,0,0
cheteey,3,0,3,0,0
chetegy,1,0,1,0,0
chetesescher,1,0,1,0,0
chetey,5,0,4,1,0
chetody,2,0,2,0,0
chetolain,1,0,1,0,0
chetshedy,1,0,1,0,0
chetshy,1,0,1,0,0
chety,24,0,22,2,0
chetyplantsol,1,0,1,0,0
chey,336,5,315,16,0
cheyd,1,0,1,0,0
cheyfigure,2,0,0,2,0
cheyfigureckhey,1,0,1,0,0
cheyfoldal,1,0,1,0,0
cheykaiin,1,0,1,0,0
cheykain,1,0,1,0,0
cheykechey,1,0,1,0,0
cheykedy,1,0,1,0,0
cheykeeed,1,0,1,0,0
cheykeeoy,1,0,1,0,0
cheykeyplant,1,0,0,1,0
cheyky,3,0,3,0,0
cheyl,1,0,0,1,0
cheyor,1,0,0,1,0
cheyplant,1,0,0,1,0
cheyplantcthod,1,0,1,0,0
cheyplantypchedy,1,0,1,0,0
cheys,1,0,0,0,1
cheytal,1,0,0,1,0
cheytey,1,0,1,0,0
cheyty,1,0,1,0,0
chfaiin,1,0,1,0,0
chfaikch,1,0,1,0,0
chfaly,1,0,0,0,1
chfchol,1,0,1,0,0
chfoldor,1,0,1,0,0
chfoldy,1,0,1,0,0
chforaiin,1,0,1,0,0
chhy,1,0,1,0,0
chiin,1,0,1,0,0
chk,1,0,1,0,0
chka,1,0,1,0,0
chkaidararal,1,0,1,0,0
chkaiin,17,1,14,2,0
chkaiinplant,1,0,0,1,0
chkain,12,0,11,1,0
chkal,13,0,13,0,0
chkalar,1,0,1,0,0
chkalchy,1,0,1,0,0
chkaly,2,0,2,0,0
chkam,3,0,1,2,0
chkar,11,0,10,1,0
chkarol,1,0,1,0,0
chkas,1,0,1,0,0
chkchdar,1,0,0,0,1
chkchean,1,0,1,0,0
chkchedaram,1,0,0,1,0
chkcheean,1,0,1,0,0
chkchody,1,0,0,1,0
chkchol,3,0,3,0,0
chkchoryplant,1,0,0,1,0
chkchy,4,0,4,0,0
chkchykoly,1,0,0,0,1
chkchyplantdaiin,1,0,0,1,0
chkdain,1,0,1,0,0
chkeaiin,1,0,1,0,0
chkear,1,0,0,1,0
chkedy,5,0,5,0,0
chkeeal,1,0,1,0,0
chkeedy,1,0,1,0,0
chkeedyfigure,1,0,0,1,0
chkeeey,1,0,1,0,0
chkeeody,1,0,1,0,0
chkeey,13,1,11,1,0
chkeody,1,0,1,0,0
chkeor,1,0,1,0,0
chkey,7,0,7,0,0
chkeyplantokedy,1,0,1,0,0
chko,1,0,1,0,0
chkodalplant,1,0,0,1,0
chkol,3,0,3,0,0
chkoldy,1,0,1,0,0
chkoldyplantotchor,1,0,1,0,0
chkor,1,0,1,0,0
chkorchy,1,0,1,0,0
chkoy,1,0,1,0,0
chkshy,1,0,1,0,0
chky,17,1,15,1,0
chkyplant,1,0,0,1,0
chl,22,0,22,0,0
chlaiiin,1,0,0,1,0
chlal,1,0,1,0,0
chlam,1,0,1,0,0
chlar,2,0,1,1,0
chlchd,1,0,1,0,0
chlchpsheey,1,0,1,0,0
chldaiin,1,0,1,0,0
chlfigure,1,0,0,1,0
chll,2,0,2,0,0
chllo,1,0,1,0,0
chlol,1,0,1,0,0
chlor,1,0,1,0,0
chlplantaiin,1,0,1,0,0
chlplantsol,1,0,1,0,0
chlplantykeedy,1,0,1,0,0
chlr,1,0,1,0,0
chls,3,0,2,1,0
chly,1,0,1,0,0
cho,60,2,58,0,0
choaiin,6,1,4,1,0
choal,1,0,1,0,0
choar,3,0,3,0,0
chocfhdy,1,0,1,0,0
chocfhhg,1,0,1,0,0
chocfhor,1,0,1,0,0
chocfhy,1,1,0,0,0
chochar,1,0,1,0,0
chochor,2,1,1,0,0
chochs,1,0,0,1,0
chochy,3,1,2,0,0
chockhar,2,0,1,1,0
chockhdy,2,1,1,0,0
chockhed,1,0,1,0,0
chockhedy,1,0,1,0,0
chockhey,4,1,3,0,0
chockheyplant,1,0,0,1,0
chockhhor,1,0,1,0,0
chockhhy,1,0,0,0,1
chockhol,1,0,1,0,0
chockhor,1,0,1,0,0
chockhy,18,1,15,1,1
chockhyplant,1,0,0,1,0
chockhyplantokchod,1,0,1,0,0
chockhyplantoky,1,0,1,0,0
chocpheod,1,0,1,0,0
chocphol,1,0,1,0,0
chocphor,1,0,0,1,0
chocphy,2,0,1,0,1
chocphyplant,1,0,0,1,0
chocthar,1,0,1,0,0
chocthedy,1,0,1,0,0
choctheeey,1,0,1,0,0
chocthey,6,0,5,1,0
chocthody,1,0,1,0,0
chocthy,17,1,14,2,0
chocthyplantdoiiin,1,0,1,0,0
chocttoy,1,0,1,0,0
chocttyplant,1,0,0,1,0
chocty,1,0,1,0,0
chod,7,0,6,1,0
chodaiin,38,4,32,2,0
chodaiinplant,1,0,0,1,0
chodaiinplantsho,1,0,1,0,0
chodain,6,0,5,1,0
chodainplantchcthy,1,0,1,0,0
chodair,2,0,2,0,0
chodal,7,0,5,1,1
chodalar,1,0,1,0,0
chodalg,1,0,0,0,1
chodalr,1,0,1,0,0
chodaly,3,0,3,0,0
chodam,1,0,1,0,0
chodar,12,1,8,2,1
chodarplant,1,0,0,1,0
chodchy,4,1,2,1,0
choddal,1,0,0,1,0
choddy,1,0,1,0,0
chodey,2,1,1,0,0
chodl,1,0,1,0,0
chodo,2,0,2,0,0
chodol,2,0,2,0,0
chodoldyplant,1,0,0,1,0
chodplantycthol,1,0,1,0,0
chodr,2,0,2,0,0
chody,86,2,78,6,0
chodydiagramokeos,1,0,1,0,0
chodykchy,1,0,1,0,0
chodyplant,4,0,0,4,0
chodyplantdainplantotchyplantcthod,1,0,1,0,0
chodyplantschody,1,0,1,0,0
chodysplantytoiin,1,0,1,0,0
choeee,1,0,1,0,0
choeees,1,0,1,0,0
choees,1,1,0,0,0
choeesy,1,0,0,0,1
choeey,2,2,0,0,0
choefy,1,0,1,0,0
choek,1,0,1,0,0
choekchy,1,0,1,0,0
choekeeos,1,0,1,0,0
choekeey,2,0,2,0,0
choekey,1,0,1,0,0
choeky,1,0,1,0,0
choetchaldy,1,0,1,0,0
choetchy,1,0,1,0,0
choeteedy,1,0,1,0,0
choetey,1,0,1,0,0
choetyplantchoty,1,0,1,0,0
chof,1,0,1,0,0
chofaly,1,0,1,0,0
chofary,1,0,0,0,1
chofchdy,1,0,1,0,0
chofchody,1,0,0,1,0
chofchol,1,0,1,0,0
chofchy,2,0,2,0,0
chofy,1,0,1,0,0
chofydyplantsho,1,0,1,0,0
choiin,12,1,9,2,0
choiinplant,1,0,0,1,0
choikhedy,1,0,1,0,0
choikhy,2,0,2,0,0
choiphy,1,0,1,0,0
chok,4,1,3,0,0
chokaiin,14,0,12,2,0
chokaiinplant,1,0,0,1,0
chokain,10,0,10,0,0
chokair,1,0,1,0,0
chokal,8,0,8,0,0
chokaltop,1,0,1,0,0
chokaly,2,0,2,0,0
chokam,3,0,2,0,1
chokamplant,1,0,0,1,0
chokan,1,0,1,0,0
chokanplant,1,0,0,1,0
chokar,7,0,7,0,0
chokaro,1,0,0,0,1
chokchaiin,2,1,0,1,0
chokchedy,2,0,1,1,0
chokcheey,1,0,1,0,0
chokcheo,1,0,1,0,0
chokchey,3,1,2,0,0
chokcho,2,0,2,0,0
chokchodaiin,1,0,1,0,0
chokchol,4,2,2,0,0
chokchor,1,0,1,0,0
chokchy,14,2,12,0,0
chokcodleft,1,0,1,0,0
chokcrease,1,0,1,0,0
chokeal,1,0,1,0,0
choked,1,0,1,0,0
chokedair,1,0,1,0,0
chokedy,3,0,3,0,0
chokeear,1,0,0,1,0
chokeed,1,0,1,0,0
chokeedam,1,0,1,0,0
chokeedy,3,0,2,1,0
chokeeey,2,0,2,0,0
chokeeo,1,0,1,0,0
chokeeodol,1,0,1,0,0
chokeeody,2,0,2,0,0
chokeeokyplantchokoran,1,0,0,1,0
chokeeor,1,1,0,0,0
chokees,1,0,1,0,0
chokeey,10,2,8,0,0
chokeo,1,0,1,0,0
chokeod,1,1,0,0,0
chokeody,4,0,4,0,0
chokeodyplant,1,0,0,1,0
chokeol,5,1,4,0,0
chokeor,1,0,1,0,0
chokeosplantchees,1,0,1,0,0
chokesey,1,0,1,0,0
chokey,6,1,4,1,0
choko,2,1,1,0,0
chokoaiin,1,0,1,0,0
chokody,3,0,2,1,0
chokoiin,1,0,1,0,0
chokoishe,1,1,0,0,0
chokokor,1,0,0,1,0
chokol,4,0,4,0,0
chokoldy,1,0,0,1,0
chokolg,1,0,0,1,0
chokor,5,0,5,0,0
chokorplant,1,0,0,1,0
chokory,1,0,0,1,0
chokshchy,1,0,1,0,0
chokshor,2,1,1,0,0
chokshy,1,1,0,0,0
choksy,1,0,0,1,0
choky,35,1,31,2,1
chokyplant,4,0,0,4,0
chokyt,1,0,1,0,0
chol,378,18,356,4,0
cholaiim,1,0,0,1,0
cholaiin,4,0,4,0,0
cholairy,2,0,1,1,0
cholal,4,0,3,1,0
cholaly,1,0,1,0,0
cholam,1,0,0,1,0
cholar,2,0,1,0,1
cholchaiin,1,0,1,0,0
cholcham,1,0,0,1,0
cholchedy,1,0,1,0,0
cholchey,2,1,1,0,0
choldaiin,1,0,1,0,0
choldal,1,0,1,0,0
choldar,1,0,1,0,0
choldchy,1,0,0,1,0
choldshy,1,0,1,0,0
choldy,9,0,8,1,0
cholfchy,1,0,1,0,0
cholfor,1,0,1,0,0
cholfy,1,0,1,0,0
cholkaiin,4,0,3,1,0
cholkain,2,0,1,1,0
cholkal,2,0,2,0,0
cholkalqokal,1,0,1,0,0
cholkar,3,0,1,2,0
cholkched,1,0,1,0,0
cholkcheol,1,0,1,0,0
cholkchy,1,0,1,0,0
cholkeedy,3,0,3,0,0
cholkeeedy,1,0,1,0,0
cholkeeey,2,0,2,0,0
cholkeey,1,0,1,0,0
cholkeod,1,0,1,0,0
cholkshedy,1,0,1,0,0
cholky,4,0,3,1,0
cholo,3,0,2,1,0
cholody,5,0,3,2,0
cholol,1,0,1,0,0
chololer,1,0,1,0,0
chololplant,1,0,0,1,0
cholols,2,0,2,0,0
chololy,1,0,1,0,0
cholor,4,0,4,0,0
choloro,1,0,1,0,0
cholorplantchol,1,0,1,0,0
cholp,1,0,1,0,0
cholpchd,1,0,1,0,0
cholplant,1,0,0,1,0
cholplantcholplantcttyplantykchy,1,0,1,0,0
cholplantdl,1,0,1,0,0
cholplantshol,1,0,1,0,0
cholraly,1,0,1,0,0
chols,3,0,1,1,1
cholsho,1,0,1,0,0
choltaiin,1,0,1,0,0
choltal,1,0,1,0,0
choltaly,1,0,1,0,0
choltam,1,0,0,1,0
choltar,1,0,1,0,0
cholty,1,0,1,0,0
cholxy,1,0,0,1,0
choly,12,0,10,2,0
cholyplant,2,0,0,2,0
cholyplantsarar,1,0,1,0,0
chom,9,0,8,1,0
chomcreaseqol,1,0,1,0,0
chomplant,5,0,0,5,0
chon,1,0,1,0,0
choo,1,1,0,0,0
choody,1,0,1,0,0
chool,2,0,2,0,0
choolkeey,1,0,0,1,0
choor,2,0,2,0,0
chop,2,0,2,0,0
chopar,1,0,1,0,0
chopchal,1,0,1,0,0
chopchdy,1,0,1,0,0
chopchedy,2,0,2,0,0
chopcheey,1,0,1,0,0
chopcheopchy,1,0,1,0,0
chopchey,2,0,2,0,0
chopcho,1,0,1,0,0
chopchy,5,0,5,0,0
chopdain,1,0,1,0,0
choplant,1,0,0,1,0
choplantchain,1,0,1,0,0
choplantcthplantchydplantchykarplant,1,0,0,1,0
choplantykchnplantoaiin,1,0,0,1,0
chopo,1,0,1,0,0
chopol,1,0,1,0,0
chopy,1,0,1,0,0
chopyplantchofol,1,0,1,0,0
chopyplantcphol,1,0,1,0,0
chor,203,12,188,3,0
choraiin,4,0,3,1,0
chorain,2,0,2,0,0
choraly,1,0,1,0,0
chorar,1,0,0,1,0
chorcholsalplant,1,0,0,1,0
chorchy,1,0,1,0,0
chordomplantsoraiin,1,0,1,0,0
chordy,2,0,1,1,0
choro,1,0,1,0,0
chorochy,1,0,0,1,0
chorody,1,0,1,0,0
choroiinplant,1,0,0,1,0
chorol,3,0,3,0,0
chorolk,1,0,1,0,0
choromplant,1,0,0,1,0
choror,2,0,2,0,0
chororplant,1,0,0,1,0
chorossplant,1,0,0,1,0
chorplant,2,0,0,2,0
chorplantdair,1,0,1,0,0
chory,7,0,4,3,0
choryplant,3,0,0,3,0
choryplantdaiiy,1,0,0,1,0
chos,35,3,26,6,0
chosaiin,3,0,2,1,0
chosaiinplant,1,0,0,1,0
chosals,1,0,0,1,0
chosar,2,0,1,0,1
chosaroshol,1,0,0,0,1
choschy,1,0,1,0,0
choshy,3,1,2,0,0
choshydy,1,0,1,0,0
chosoryplant,1,0,0,1,0
chosplantodaiin,1,0,1,0,0
chosy,1,0,1,0,0
chot,4,1,3,0,0
chotaiin,7,0,3,4,0
chotaiinplant,1,0,0,1,0
chotain,4,0,4,0,0
chotair,1,0,1,0,0
chotais,1,0,1,0,0
chotal,9,0,8,1,0
chotals,1,0,0,1,0
chotam,5,0,2,3,0
chotar,11,0,11,0,0
chotchdy,2,0,1,1,0
chotchedy,1,0,1,0,0
chotcheey,1,1,0,0,0
chotcheol,1,1,0,0,0
chotchey,3,1,2,0,0
chotcheytcholplant,1,0,0,1,0
chotcho,1,1,0,0,0
chotchol,1,1,0,0,0
chotchs,1,0,1,0,0
chotchy,7,0,6,1,0
chotear,1,0,1,0,0
chotedy,2,0,2,0,0
choteedy,1,0,1,0,0
choteeen,1,1,0,0,0
choteeey,1,0,1,0,0
choteey,7,1,6,0,0
chotehy,1,0,1,0,0
choteody,1,0,1,0,0
choteoky,1,0,1,0,0
choteol,3,0,3,0,0
choteoly,1,0,1,0,0
choteos,1,0,1,0,0
chotey,9,0,8,1,0
choto,3,1,2,0,0
chotody,1,0,1,0,0
chotol,6,0,6,0,0
chotols,2,0,0,2,0
chotolsplantotol,1,0,1,0,0
chotom,2,0,1,1,0
chotor,4,0,3,1,0
chots,1,0,1,0,0
chotshe,1,0,1,0,0
chotshol,2,0,2,0,0
chotshy,1,0,1,0,0
choty,35,2,30,3,0
chotyokchy,1,0,1,0,0
chotyplant,1,0,0,1,0
chotyr,1,0,0,1,0
choy,13,0,11,2,0
choypshedy,1,0,1,0,0
chpadar,1,0,1,0,0
chpady,1,0,1,0,0
chpaiikey,1,0,1,0,0
chpaiin,1,0,1,0,0
chpal,2,0,2,0,0
chpaly,1,0,1,0,0
chpar,1,0,1,0,0
chparam,1,0,0,1,0
chpchar,1,0,1,0,0
chpchedy,1,0,1,0,0
chpcheod,1,0,1,0,0
chpcheor,1,0,1,0,0
chpcheos,1,0,1,0,0
chpchey,1,0,1,0,0
chpchol,1,0,1,0,0
chpchs,1,0,1,0,0
chpchshdy,1,0,1,0,0
chpchy,4,0,4,0,0
chpdy,1,0,0,1,0
chpeeeey,1,0,1,0,0
chpiir,1,0,1,0,0
chpkcheos,1,0,1,0,0
chpor,2,0,2,0,0
chpsheedy,1,0,1,0,0
chpy,1,0,1,0,0
chr,8,0,8,0,0
chrfold,1,0,1,0,0
chrky,1,0,1,0,0
chry,1,0,0,1,0
chs,15,0,15,0,0
chsaly,1,0,0,1,0
chsamoky,1,0,0,1,0
chsar,1,0,1,0,0
chsary,1,0,0,0,1
chsd,1,0,1,0,0
chsdy,3,0,3,0,0
chsea,1,0,1,0,0
chseeor,1,0,1,0,0
chsey,2,0,2,0,0
chsfoldsho,1,0,1,0,0
chshd,1,0,1,0,0
chshek,1,0,0,1,0
chsho,1,0,1,0,0
chshol,1,0,1,0,0
chshoty,1,0,1,0,0
chshy,1,0,1,0,0
chskar,1,0,1,0,0
chsky,2,0,1,1,0
chsm,1,0,0,1,0
chso,2,0,2,0,0
chsor,1,0,1,0,0
chsplant,1,0,0,1,0
chsy,1,0,0,1,0
chtaem,1,0,0,1,0
chtaiin,4,0,4,0,0
chtaiir,1,0,1,0,0
chtain,3,0,2,1,0
chtair,1,0,1,0,0
chtairy,1,0,0,1,0
chtal,6,0,6,0,0
chtaldy,1,0,1,0,0
chtaly,1,0,0,1,0
chtamwide,1,0,1,0,0
chtar,3,0,3,0,0
chtchey,1,0,1,0,0
chtchol,1,0,1,0,0
chtchor,1,0,1,0,0
chtchy,2,0,1,1,0
chtchyf,1,0,1,0,0
chtedy,2,0,2,0,0
chtedytar,1,0,0,1,0
chteeor,1,0,1,0,0
chteey,3,0,3,0,0
chteody,1,0,1,0,0
chteokeeiin,1,0,1,0,0
chteor,1,0,1,0,0
chtey,1,0,0,1,0
chtl,2,0,2,0,0
chtodaiin,1,0,1,0,0
chtody,2,0,0,1,1
chtoiin,1,0,1,0,0
chtoithy,1,0,0,1,0
chtol,5,0,4,1,0
chtols,1,0,1,0,0
chtor,2,0,1,1,0
chtorol,1,0,0,0,1
chtos,1,0,1,0,0
chtshar,1,0,1,0,0
chty,10,0,8,2,0
chtyplantdaiin,1,0,1,0,0
chxar,1,0,1,0,0
chy,133,2,122,9,0
chydy,2,0,1,1,0
chyfigureotshedy,1,0,1,0,0
chyframe,1,0,0,1,0
chykaiin,1,0,1,0,0
chykaldplant,1,0,0,1,0
chykargapokair,1,0,1,0,0
chykchr,1,0,1,0,0
chykchy,3,0,2,1,0
chykeedy,1,0,1,0,0
chykeor,1,0,1,0,0
chykey,2,0,2,0,0
chyky,4,0,3,1,0
chykyplantchodar,1,0,1,0,0
chykyplantdchy,1,0,1,0,0
chym,1,0,0,1,0
chypaldy,1,0,1,0,0
chypchamplant,1,0,0,1,0
chypchey,1,0,1,0,0
chypchy,1,0,1,0,0
chyplant,1,0,0,1,0
chyplantchtshy,1,0,1,0,0
chyplantcthaiinplantshan,1,0,0,1,0
chyplantdaiin,2,0,2,0,0
chyplantdcho,1,0,1,0,0
chyplantokar,1,0,1,0,0
chyplantqokey,1,0,1,0,0
chyplantshy,1,0,1,0,0
chyqo,1,0,1,0,0
chytchy,1,0,1,0,0
chyteey,1,0,1,0,0
chyteody,1,0,1,0,0
chyty,4,0,4,0,0
ckaiin,1,0,1,0,0
ckcheey,1,0,1,0,0
ckcho,1,0,1,0,0
ckchol,1,0,1,0,0
ckey,1,0,1,0,0
ckhaiin,2,0,2,0,0
ckhaiinplant,1,0,0,1,0
ckhain,1,0,1,0,0
ckhal,4,0,4,0,0
ckham,3,0,2,1,0
ckhar,3,0,3,0,0
ckhcfhhy,1,0,1,0,0
ckhchdyplantokchy,1,0,1,0,0
ckhddl,1,0,1,0,0
ckhdy,3,0,3,0,0
ckhear,1,0,1,0,0
ckheckhy,1,0,1,0,0
ckhedy,4,0,4,0,0
ckheeey,1,0,1,0,0
ckheeody,1,0,1,0,0
ckheeol,1,0,1,0,0
ckheey,11,0,10,1,0
ckheo,3,0,3,0,0
ckheod,1,0,1,0,0
ckheodar,1,0,1,0,0
ckheody,4,0,4,0,0
ckheodyplant,1,0,0,1,0
ckheokey,1,0,1,0,0
ckheol,7,0,7,0,0
ckheor,1,0,1,0,0
ckheos,3,0,3,0,0
ckhey,30,0,29,1,0
ckheyplant,1,0,0,1,0
ckhhey,1,0,1,0,0
ckhhy,5,0,4,1,0
ckho,4,0,4,0,0
ckhochy,1,0,1,0,0
ckhocthy,1,0,1,0,0
ckhod,1,0,1,0,0
ckhody,3,0,3,0,0
ckhodyplant,1,0,0,1,0
ckhoiin,1,0,1,0,0
ckhol,21,0,20,1,0
ckholdy,1,0,0,1,0
ckholplant,1,0,0,1,0
ckholsyplant,1,0,0,1,0
ckholy,1,0,0,1,0
ckhoor,1,0,1,0,0
ckhor,9,0,8,1,0
ckhory,1,0,0,1,0
ckhos,2,0,2,0,0
ckhosplant,1,0,0,1,0
ckhoy,1,0,1,0,0
ckhs,1,0,0,1,0
ckhy,32,0,28,4,0
ckhydom,1,0,0,1,0
ckhyds,1,0,0,1,0
ckhydy,1,0,0,1,0
ckhyplant,5,0,0,5,0
ckhyplantsheod,1,0,1,0,0
ckhyplantsoiin,1,0,1,0,0
ckkeor,1,0,1,0,0
ckkshy,1,0,1,0,0
ckol,1,0,1,0,0
ckooaiin,1,0,1,0,0
cky,2,0,2,0,0
co,1,0,1,0,0
coain,1,0,1,0,0
coeky,1,0,1,0,0
containerpcheody,1,1,0,0,0
coy,1,1,0,0,0
cpar,1,0,1,0,0
cpchety,1,0,1,0,0
cpchy,1,0,1,0,0
cphaiin,6,0,6,0,0
cphaiinplant,1,0,0,1,0
cphain,1,0,1,0,0
cphal,2,0,1,1,0
cphaldyplantdair,1,0,1,0,0
cphan,1,0,1,0,0
cphar,4,0,4,0,0
cpharom,1,0,0,1,0
cpharyplantdaiin,1,0,1,0,0
cphchar,1,0,0,1,0
cphdaithy,1,1,0,0,0
cphdor,1,1,0,0,0
cphealy,1,0,1,0,0
cpheckhy,1,0,1,0,0
cpheckhyplantcheor,1,0,1,0,0
cphedomplant,1,0,0,1,0
cphedy,8,0,5,3,0
cpheeaiin,1,0,1,0,0
cpheeody,1,0,1,0,0
cpheesy,1,0,1,0,0
cpheey,2,0,1,0,1
cpheo,2,0,2,0,0
cpheocthy,1,0,1,0,0
cpheodaiin,1,0,1,0,0
cpheodar,1,0,1,0,0
cpheodor,1,0,1,0,0
cpheody,3,0,3,0,0
cpheol,3,0,3,0,0
cpheor,4,0,3,0,1
cpheos,1,0,1,0,0
cphesaiin,1,0,1,0,0
cphey,4,0,4,0,0
cpheyplant,1,0,0,1,0
cpheyplantshckhy,1,0,1,0,0
cpheyr,1,0,1,0,0
cphheg,1,0,0,1,0
cphhofy,1,0,1,0,0
cphhy,1,0,1,0,0
cpho,2,1,1,0,0
cphoaiin,1,0,1,0,0
cphoal,1,0,1,0,0
cphoalplantdar,1,0,1,0,0
cphoar,1,1,0,0,0
cphochy,1,0,1,0,0
cphocthy,1,0,0,0,1
cphod,1,0,1,0,0
cphodaiils,1,0,1,0,0
cphodales,1,0,0,1,0
cphodar,1,0,1,0,0
cphodol,1,0,1,0,0
cphody,1,0,1,0,0
cphodyplant,1,0,0,1,0
cphoeedol,1,0,1,0,0
cphoithy,1,0,1,0,0
cphokchol,1,0,1,0,0
cphol,14,0,14,0,0
cpholdy,1,0,1,0,0
cpholdyplant,1,0,0,1,0
cpholkaiin,1,0,1,0,0
cpholrory,1,0,0,1,0
cphom,1,0,1,0,0
cphor,6,0,6,0,0
cphorodsplant,1,0,0,1,0
cphoy,2,0,2,0,0
cphy,13,1,11,1,0
cphydyplant,1,0,0,1,0
cphyplantykchhdy,1,0,1,0,0
cpy,1,0,1,0,0
creasechoekchchy,1,0,1,0,0
creasecphy,1,0,0,1,0
creasedal,1,0,1,0,0
creasetchy,1,0,1,0,0
creaseyokal,1,1,0,0,0
cs,3,0,2,1,0
cseam,1,0,0,1,0
cseckhdy,1,0,1,0,0
csedar,1,0,1,0,0
csedly,1,0,0,1,0
csedy,5,1,4,0,0
cseedy,1,0,1,0,0
cseeky,2,0,2,0,0
cseeod,1,0,1,0,0
csees,1,0,1,0,0
cseey,2,0,2,0,0
cseo,1,0,1,0,0
cseol,1,1,0,0,0
cseteeey,1,0,1,0,0
cshe,1,0,1,0,0
cskesol,1,0,1,0,0
csoeky,1,0,1,0,0
csol,1,0,1,0,0
ctar,1,0,1,0,0
ctchey,1,0,0,1,0
ctchy,1,0,1,0,0
ctechy,1,0,1,0,0
ctey,1,0,1,0,0
cth,2,0,1,1,0
ctha,1,0,1,0,0
cthachcthy,1,0,1,0,0
cthaichar,1,0,1,0,0
cthaiin,8,0,7,1,0
cthaiinplant,1,0,0,1,0
cthaiinplantdaiinplant,1,0,0,1,0
cthaiinplantodamplant,1,0,0,1,0
cthaiinplantydaiinplant,1,0,0,1,0
cthaildy,1,0,1,0,0
cthain,4,0,3,1,0
cthal,6,0,6,0,0
cthalplant,1,0,0,1,0
cthamplant,1,0,0,1,0
cthan,1,1,0,0,0
cthanplantytchy,1,0,1,0,0
cthar,19,0,17,2,0
ctharad,1,0,1,0,0
ctharplant,1,0,0,1,0
ctharplantytol,1,0,1,0,0
cthchy,2,0,0,2,0
cthckeomplant,1,0,0,1,0
cthcthey,1,1,0,0,0
cthd,1,0,0,1,0
cthdalyplantotchedy,1,0,1,0,0
cthdaoto,1,0,1,0,0
cthdeecthy,1,1,0,0,0
cthdy,6,0,4,2,0
cthdyfigure,1,0,0,1,0
cthdyplantokain,1,0,1,0,0
cthear,1,0,1,0,0
cthedy,9,2,5,2,0
cthedyplantqokeedy,1,0,1,0,0
ctheea,1,0,1,0,0
ctheees,1,0,1,0,0
ctheen,1,0,0,1,0
ctheepchy,1,0,1,0,0
cthees,1,0,1,0,0
ctheety,1,0,1,0,0
ctheey,12,0,12,0,0
ctheeyplant,1,0,0,1,0
ctheo,1,0,1,0,0
ctheockhosho,1,0,1,0,0
ctheod,2,0,2,0,0
ctheodal,1,0,1,0,0
ctheodody,1,0,0,1,0
ctheody,6,0,6,0,0
ctheol,10,0,10,0,0
ctheoly,1,0,1,0,0
ctheor,6,1,5,0,0
ctheosplantshodain,1,0,1,0,0
cther,1,0,1,0,0
cthes,3,0,3,0,0
cthey,41,2,37,2,0
ctheyfoldeocthy,1,0,1,0,0
ctheyplant,3,0,0,3,0
ctheyplantchoaiin,1,0,0,1,0
ctheyplantdsheog,1,0,1,0,0
ctheyplantqokeod,1,0,1,0,0
ctheyplantykol,1,0,1,0,0
cthhy,3,0,2,1,0
cthl,1,0,1,0,0
ctho,14,1,13,0,0
cthoary,1,0,1,0,0
cthochy,1,0,1,0,0
